Name,Latitude,Longitude,Year
Croton_linearis,24.424477,-81.231229,1999
Chamaesyce_thymifolia,24.424477,-81.231229,1999
Cardamine_pensylvanica,24.424477,-81,1999
Cardamine_pensylvanica,24.424477,-81.231229,1999
Amaranthus_viridis,24.424477,-81.231229,1999
Acalypha_chamaedrifolia,24.424477,-81.231229,1999
Acalypha_chamaedrifolia,24.424477,-81.231229,1999
Acalypha_chamaedrifolia,24.424477,-81.231229,1999
Acalypha_chamaedrifolia,24.424477,-81.231229,1999
Acalypha_chamaedrifolia,24.424477,-81.231229,1999
Abildgaardia_ovata,24.424477,-81.231229,1999
Abildgaardia_ovata,24.424477,-81.231229,1999
Abildgaardia_ovata,24.424477,-81.231229,1999
Abildgaardia_ovata,24.424477,-81.231229,1999
Abildgaardia_ovata,24.424477,-81.231229,1999
Abildgaardia_ovata,24.424477,-81.231229,1999
Hypoxis_wrightii,24.424477,-81.231229,1999
Ludwigia_curtissii,24.424477,-81.231229,1999
Mikania_scandens,24.424477,-81.231229,1999
Mitreola_sessilifolia,24.424477,-81.231229,1999
Mitreola_sessilifolia,24.424477,-81.231229,1999
Paspalum_blodgettii,24.424477,-81.231229,1999
Paspalum_blodgettii,24.424477,-81.231229,1999
Paspalum_blodgettii,24.424477,-81.231229,1999
Paspalum_caespitosum,24.424477,-81.231229,1999
Paspalum_caespitosum,24.424477,-81.231229,1999
Paspalum_caespitosum,24.424477,-81.231229,1999
Paspalum_caespitosum,24.424477,-81.231229,1999
Paspalum_caespitosum,24.424477,-81.231229,1999
Paspalum_caespitosum,24.424477,-81.231229,1999
Paspalum_caespitosum,24.424477,-81.231229,1999
Paspalum_caespitosum,24.424477,-81.231229,1999
Paspalum_caespitosum,24.424477,-81.231229,1999
Paspalum_caespitosum,24.424477,-81.231229,1999
Phyllanthus_pentaphyllus,24.424477,-81.231229,1999
Phyllanthus_pentaphyllus,24.424477,-81.231229,1999
Pluchea_odorata,24.424477,-81,1999
Pluchea_odorata,24.424477,-81.231229,1999
Pluchea_odorata,24.424477,-81.231229,1999
Polygala_violacea,24.424477,-81.231229,1999
Polygala_violacea,24.424477,-81.231229,1999
Rhynchospora_floridensis,24.424477,-81.231229,1999
Rhynchospora_floridensis,24.424477,-81.231229,1999
Rhynchospora_floridensis,24.424477,-81.231229,1999
Rhynchospora_floridensis,24.424477,-81.231229,1999
Rhynchospora_floridensis,24.424477,-81.231229,1999
Rhynchospora_floridensis,24.424477,-81.231229,1999
Rhynchospora_floridensis,24.424477,-81.231229,1999
Samolus_ebracteatus,24.424477,-81.231229,1999
Samolus_ebracteatus,24.424477,-81.231229,1999
Samolus_ebracteatus,24.424477,-81.231229,1999
Scleria_verticillata,24.424477,-81.231229,1999
Scleria_verticillata,24.424477,-81.231229,1999
Schizachyrium_sanguineum,24.424477,-83.231229,1999
Sisyrinchium_nashii,24.424477,-81.231229,1999
Stenaria_nigricans,24.424477,-81.231229,2000
Flaveria_linearis,24.424477,-81.231229,2000
Dichanthelium_aciculare,24.424477,-81.231229,2000
Dichanthelium_aciculare,24.424477,-81.231229,2000
Chamaesyce_hypericifolia,24.424477,-81.231229,2000
Andropogon_glomeratus,24.424477,-81.231229,2000
Andropogon_glomeratus,24.424477,-81.231229,2000
Paspalum_blodgettii,24.424477,-81.231229,2000
Paspalum_blodgettii,24.424477,-81.231229,2000
Paspalum_blodgettii,24.424477,-81.231229,2000
Paspalum_caespitosum,24.424477,-81.231229,2000
Paspalum_caespitosum,24.424477,-81.231229,2000
Paspalum_caespitosum,24.424477,-81.231229,2000
Paspalum_caespitosum,24.424477,-81.231229,2000
Paspalum_caespitosum,24.424477,-81.231229,2000
Rhynchospora_floridensis,24.424477,-81.231229,2000
Samolus_ebracteatus,24.424477,-81.231229,2000
Samolus_ebracteatus,24.424477,-81.231229,2000
Scleria_verticillata,24.424477,-81.231229,2000
Scleria_verticillata,24.424477,-81.231229,2000
Schizachyrium_sanguineum,24.424477,-83.231229,2000
Schizachyrium_sanguineum,24.424477,-83.231229,2000
Schizachyrium_sanguineum,24.424477,-81.231229,2000
Schizachyrium_sanguineum,24.424477,-81.231229,2000
Sisyrinchium_angustifolium,24.424477,-81.231229,2000
Emilia_fosbergii,24.42447715,-81.231229,1999
Emilia_fosbergii,24.42447715,-81.231229,1999
Ludwigia_microcarpa,24.42465,-81.232151,1998
Flaveria_linearis,24.42465,-81.232151,1999
Eustachys_petraea,24.42465,-81.232151,1999
Digitaria_filiformis,24.42465,-81.232151,1999
Hypoxis_wrightii,24.42465,-81.232151,1999
Ludwigia_microcarpa,24.42465,-81.224028,1999
Ludwigia_microcarpa,24.42465,-81.232151,1999
Mitreola_sessilifolia,24.42465,-81.232151,1999
Mitreola_sessilifolia,24.42465,-81.232151,1999
Pluchea_odorata,24.42465,-81.232151,1999
Sonchus_asper,24.42465,-81.232151,1999
Stenaria_nigricans,24.42465,-81.232151,2000
Digitaria_bicornis,24.42465,-81.232151,2000
Ludwigia_microcarpa,24.42465,-81.232151,2000
Mitreola_sessilifolia,24.42465,-81.232151,2000
Mitreola_sessilifolia,24.42465,-81.232151,2000
Paspalum_caespitosum,24.42465,-81.232151,2000
Rhynchospora_floridensis,24.42465,-81.232151,2000
Schizachyrium_scoparium,24.42465,-81.232151,2000
Hypericum_hypericoides,24.49796111,-80.46268,2004
Chamaesyce_prostrata,24.5452,-81.8103,2004
Parietaria_floridana,24.54575,-81.81037,2004
Solanum_americanum,24.545757,-81.81037,2004
Galactia_striata,24.54576,-81.80984,2004
Sporobolus_domingensis,24.54576,-81.80984,2004
Rhynchosia_minima,24.54576,-81.81095,2004
Morinda_royoc,24.54586,-81.81222,2004
Galactia_volubilis,24.54699,-81.80888,2004
Evolvulus_alsinoides,24.54699,-81.80888,2004
Eustachys_petraea,24.54699,-81.80888,2004
Eragrostis_ciliaris,24.54699,-81.80888,2004
Cenchrus_echinatus,24.54699,-81.80888,2004
Paspalum_setaceum,24.54699,-81.80888,2004
Poinsettia_heterophylla,24.54699,-81.80888,2004
Melinis_repens,24.54699,-81.80888,2004
Schizachyrium_gracile,24.54699,-81.80888,2004
Sida_abutifolia,24.54699,-81.888,2004
Spermacoce_remota,24.54699,-81.80888,2004
Tridax_procumbens,24.54699,-81.80888,2004
Urochloa_adspersa,24.54699,-81.80888,2004
Desmodium_tortuosum,24.54699,-81.80888,\N
Fimbristylis_cymosa,24.54724,-81.80917,2004
Eleocharis_cellulosa,24.54724,-81.80917,2004
Bothriochloa_pertusa,24.54724,-81.80917,2004
Indigofera_suffruticosa,24.54724,-81.80917,2004
Jasminum_fluminense,24.54724,-81.80917,2004
Pteris_vittata,24.54724,-81.80917,2004
Desmanthus_virgatus,24.547244,-80.80917,\N
Panicum_virgatum,24.555278,-81.782778,\N
Sagittaria_graminea,24.55883333,-81.9215,1964
Lemna_obscura,24.57583,-81.74783,2005
Paspalum_laxum,24.57583,-81.74783,2005
Uniola_paniculata,24.58,-81.74,1938
Juniperus_virginiana,24.6,-81.8,1903
Sansevieria_hyacinthoides,24.6,-81.8,1903
Caesalpinia_crista,24.6,-81.3,1994
Senna_obtusifolia,24.6,-81.8,\N
Solanum_bahamense,24.62333333,-81.39416667,2001
Stachytarpheta_jamaicensis,24.62333333,-81.39416667,2001
Sideroxylon_celastrinum,24.62333333,-81.39416667,2001
Eragrostis_amabilis,24.62338333,-81.39416667,2001
Leptochloa_fusca,24.62338333,-81.39431667,2001
Amyris_elemifera,24.64027778,-81.33277778,1993
Cynanchum_northropiae,24.64361111,-81.33388889,1995
Digitaria_ciliaris,24.645,-81.33166667,2001
Nicotiana_plumbaginifolia,24.65618,-81.27338,2004
Schizachyrium_scoparium,24.66,-81.44,1939
Solanum_donianum,24.66284,-24.66284,2000
Scaevola_taccada,24.66419,-81.2588,2004
Eleocharis_geniculata,24.66614,-81.25264,2004
Cladium_jamaicense,24.66614,-81.25264,2004
Agalinis_maritima,24.66614,-81.25264,2004
Abildgaardia_ovata,24.66614,-81.25264,2004
Rhynchospora_colorata,24.66614,-81.25264,2004
Avicennia_germinans,24.66666667,-80.66666667,1985
Borrichia_arborescens,24.66666667,-80.66666667,1985
Sesuvium_portulacastrum,24.66666667,-80.66666667,1985
Suriana_maritima,24.66666667,-80.66666667,1985
Solanum_bahamense,24.66666667,-80.66666667,1985
Gaura_angustifolia,24.66899,-81.25081,2004
Galactia_volubilis,24.66899,-81.25081,2004
Eustoma_exaltatum,24.66899,-81.25081,2004
Turnera_ulmifolia,24.66899,-81.25081,2004
Solanum_americanum,24.66899,-81.25081,\N
Coccoloba_diversifolia,24.66944,-81.35417,1989
Galactia_regularis,24.66944,-81.35417,1997
Galactia_regularis,24.66944,-81.35417,1997
Galactia_regularis,24.66944,-81.35417,1997
Fimbristylis_cymosa,24.66944,-81.35417,1997
Fimbristylis_cymosa,24.66944,-81.35417,1997
Flaveria_linearis,24.66944,-81.35417,1997
Ernodea_littoralis,24.66944,-81.35417,1997
Crotalaria_rotundifolia,24.66944,-81.35417,1997
Coreopsis_leavenworthii,24.66944,-81.35417,1997
Cladium_jamaicense,24.66944,-81.35417,1997
Cirsium_horridulum,24.66944,-81.35417,1997
Centrosema_virginianum,24.66944,-81.35417,1997
Centrosema_virginianum,24.66944,-81.35417,1997
Agalinis_maritima,24.66944,-81.35417,1997
Acacia_pinetorum,24.66944,-81.35417,1997
Abildgaardia_ovata,24.66944,-81.35417,1997
Liatris_tenuifolia,24.66944,-81.35417,1997
Liatris_tenuifolia,24.66944,-81.35417,1997
Agalinis_maritima,24.66944,-81.35417,1997
Pityopsis_graminifolia,24.66944,-81.35417,1997
Pityopsis_graminifolia,24.66944,-81.35417,1997
Lobelia_glandulosa,24.66944,-81.35417,1997
Lobelia_glandulosa,24.66944,-81.35417,1997
Lobelia_glandulosa,24.66944,-81.35417,1997
Mikania_scandens,24.66944,-81.35417,1997
Muhlenbergia_capillaris,24.66944,-81.35417,1997
Muhlenbergia_capillaris,24.66944,-81.35417,1997
Panicum_virgatum,24.66944,-81.35417,1997
Panicum_virgatum,24.66944,-81.35417,1997
Panicum_virgatum,24.66944,-81.35417,1997
Paspalum_caespitosum,24.66944,-81.35417,1997
Paspalum_caespitosum,24.66944,-81.35417,1997
Paspalum_caespitosum,24.66944,-81.35417,1997
Phyllanthus_pentaphyllus,24.66944,-81.35417,1997
Pinguicula_pumila,24.66944,-81.35417,1997
Pinguicula_pumila,24.66944,-81.35417,1997
Pinus_elliottii,24.66944,-81.35417,1997
Pluchea_baccharis,24.66944,-81.35417,1997
Polygala_boykinii,24.66944,-81.35417,1997
Polygala_boykinii,24.66944,-81.35417,1997
Polygala_boykinii,24.66944,-81.35417,1997
Polygala_violacea,24.66944,-81.35417,1997
Polygala_violacea,24.66944,-81.35417,1997
Polygala_violacea,24.66944,-81.35417,1997
Rhynchospora_floridensis,24.66944,-81.35417,1997
Sabatia_stellaris,24.66944,-81.35417,1997
Sabatia_stellaris,24.66944,-81.35417,1997
Samolus_ebracteatus,24.66944,-81.35417,1997
Samolus_ebracteatus,24.66944,-81.35417,1997
Samolus_ebracteatus,24.66944,-81.35417,1997
Schizachyrium_gracile,24.66944,-81.35417,1997
Schizachyrium_gracile,24.66944,-81.35417,1997
Schizachyrium_scoparium,24.66944,-81.35417,1997
Schizachyrium_scoparium,24.66944,-81.35417,1997
Sophora_tomentosa,24.66944,-81.35417,1997
Sorghastrum_secundum,24.66944,-81.35417,1997
Stylosanthes_hamata,24.66944,-81.35417,1997
Stylosanthes_hamata,24.66944,-81.35417,1997
Stylosanthes_hamata,24.66944,-81.35417,1997
Galactia_regularis,24.66944,-81.35417,1998
Abildgaardia_ovata,24.66944,-81.35417,1998
Pinguicula_pumila,24.66944,-81.35417,1998
Ruellia_caroliniensis,24.66944,-81.35417,1998
Cassytha_filiformis,24.66944,-81.35417,1999
Cladium_jamaicense,24.66944,-81.35417,1999
Guettarda_scabra,24.66944,-81.35417,1999
Guettarda_scabra,24.66944,-81.35417,1999
Guapira_discolor,24.66944,-81.35417,1999
Conocarpus_erectus,24.66944,-81.35417,1999
Croton_linearis,24.66944,-81.35417,1999
Galactia_regularis,24.66944,-81.35417,1999
Fimbristylis_cymosa,24.66944,-81.35417,1999
Fimbristylis_spadicea,24.66944,-81.35417,1999
Flaveria_linearis,24.66944,-81.35417,1999
Flaveria_linearis,24.66944,-81.35417,1999
Ficus_aurea,24.66944,-81.35417,1999
Evolvulus_sericeus,24.66944,-81.35417,1999
Evolvulus_sericeus,24.66944,-81.35417,1999
Ernodea_littoralis,24.66944,-81.35417,1999
Eugenia_foetida,24.66944,-81.35417,1999
Eugenia_axillaris,24.66944,-81.35417,1999
Eugenia_axillaris,24.66944,-81.35417,1999
Eugenia_axillaris,24.66944,-81.35417,1999
Ernodea_littoralis,24.66944,-81.35417,1999
Ernodea_littoralis,24.66944,-81.35417,1999
Ernodea_littoralis,24.66944,-81.35417,1999
Ernodea_littoralis,24.66944,-81.35417,1999
Ernodea_littoralis,24.66944,-81.35417,1999
Eragrostis_elliottii,24.66944,-81.35417,1999
Eragrostis_elliottii,24.66944,-81.35417,1999
Eragrostis_elliottii,24.66944,-81.35417,1999
Eragrostis_elliottii,24.66944,-81.35417,1999
Crotalaria_rotundifolia,24.66944,-81.35417,1999
Crotalaria_rotundifolia,24.66944,-81.35417,1999
Croton_linearis,24.66944,-81.35417,1999
Croton_linearis,24.66944,-81.35417,1999
Croton_linearis,24.66944,-81.35417,1999
Conocarpus_erectus,24.66944,-81.35417,1999
Conocarpus_erectus,24.66944,-81.35417,1999
