"scientificName","genus","specificEpithet","infraspecificEpithet","ID","occurrenceID","basisOfRecord","eventDate","year","month","day","institutionCode","recordedBy","country","county","stateProvince","locality","latitude","longitude","coordinateUncertaintyInMeters","informationWithheld","habitat","aggregator"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4075873588","https://www.inaturalist.org/observations/152377649","HUMAN_OBSERVATION","2023-03-26T10:48:31","2023","3","26","iNaturalist","Ashwin Srinivasan","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.06976,-79.308394,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4075986864","https://www.inaturalist.org/observations/152581011","HUMAN_OBSERVATION","2023-03-26T08:48:00","2023","3","26","iNaturalist","Jared Gorrell","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: many of the plants at this population had been dug up, presumably by poachers, verbatimLocality: North Carolina, US",35.079001,-79.382642,"28734","Coordinate uncertainty increased to 28734m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4076087849","https://www.inaturalist.org/observations/153394437","HUMAN_OBSERVATION","2023-04-02T14:30:00","2023","4","2","iNaturalist","Tom Austin","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: South Carolina, US",34.500992,-80.065668,"28818","Coordinate uncertainty increased to 28818m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4111702693","https://www.inaturalist.org/observations/159014326","HUMAN_OBSERVATION","2023-05-01T15:44:01","2023","5","1","iNaturalist","jtuttle","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.138853,-78.949541,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4103147430","https://www.inaturalist.org/observations/159025742","HUMAN_OBSERVATION","2023-05-01T15:44:09","2023","5","1","iNaturalist","Alan Weakley","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.159227,-78.97698,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4111769724","https://www.inaturalist.org/observations/159153533","HUMAN_OBSERVATION","2023-05-01T15:44:15","2023","5","1","iNaturalist","Brandon Wheeler","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.041137,-78.855241,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4103077566","https://www.inaturalist.org/observations/159153922","HUMAN_OBSERVATION","2023-05-01T15:58:16","2023","5","1","iNaturalist","Brandon Wheeler","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.065809,-78.921389,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3698069222","https://www.inaturalist.org/observations/107382872","HUMAN_OBSERVATION","2022-02-23T09:22:37","2022","2","23","iNaturalist","Becky Dill","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: Scattered colonies in one general area. Sandhills State Forest, verbatimLocality: Chesterfield County, US-SC, US",34.436219,-80.055445,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3705808573","https://www.inaturalist.org/observations/107495853","HUMAN_OBSERVATION","2022-02-25T14:37:00","2022","2","25","iNaturalist","Will Stuart","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: Carolina Sandhills NWR,1 year post burn., verbatimLocality: South Carolina, US",34.482769,-80.103212,"28818","Coordinate uncertainty increased to 28818m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3759069052","https://www.inaturalist.org/observations/109588113","HUMAN_OBSERVATION","2022-03-26T16:40:27","2022","3","26","iNaturalist","harrier","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: Known location, verbatimLocality: North Carolina, US",35.130319,-79.246118,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3759133010","https://www.inaturalist.org/observations/109591241","HUMAN_OBSERVATION","2022-03-26T16:42:06","2022","3","26","iNaturalist","Larry Chen","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.153529,-79.323941,"28734","Coordinate uncertainty increased to 28734m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3759916397","https://www.inaturalist.org/observations/110923969","HUMAN_OBSERVATION","2022-03-04T12:56:00","2022","3","4","iNaturalist","Joshua Lincoln","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: Pyxidanthera brevifolia, verbatimLocality: Chesterfield County, US-SC, US",34.471059,-80.250954,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3760069459","https://www.inaturalist.org/observations/110923970","HUMAN_OBSERVATION","2022-03-04T12:56:00","2022","3","4","iNaturalist","Joshua Lincoln","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: Pyxidanthera brevifolia, verbatimLocality: Chesterfield County, US-SC, US",34.575182,-80.278712,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3760038419","https://www.inaturalist.org/observations/110923978","HUMAN_OBSERVATION","2022-03-04T12:51:00","2022","3","4","iNaturalist","Joshua Lincoln","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Chesterfield County, US-SC, US",34.405027,-80.351841,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3915543596","https://www.inaturalist.org/observations/136307137","HUMAN_OBSERVATION","2022-09-23T14:17:34","2022","9","23","iNaturalist","John Kees","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.157988,-79.324357,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3058842521","https://www.inaturalist.org/observations/70761661","HUMAN_OBSERVATION","2021-03-07T11:06:02","2021","3","7","iNaturalist","Becky Dill","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: Such fun to go searching for this little jewel., verbatimLocality: North Carolina, US",35.114901,-79.357795,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3061763560","https://www.inaturalist.org/observations/70912777","HUMAN_OBSERVATION","2021-03-09T15:12:43","2021","3","9","iNaturalist","Becky Dill","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: Hundreds of colonies in a long leaf pine area that was selectively timbered and burned three years ago., verbatimLocality: Chesterfield County, US-SC, US",34.588983,-80.329759,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3058924447","https://www.inaturalist.org/observations/70916958","HUMAN_OBSERVATION","2021-03-09T13:42:42","2021","3","9","iNaturalist","Becky Dill","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Chesterfield County, US-SC, US",34.508988,-80.082406,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3059073216","https://www.inaturalist.org/observations/70940026","HUMAN_OBSERVATION","2021-03-09T13:37:47","2021","3","9","iNaturalist","Becky Dill","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: Horseshoe mountain/Sugarloaf mountain, verbatimLocality: Chesterfield County, US-SC, US",34.511673,-80.143149,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3059108027","https://www.inaturalist.org/observations/70940862","HUMAN_OBSERVATION","2021-03-09T13:35:19","2021","3","9","iNaturalist","Becky Dill","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Chesterfield County, US-SC, US",34.416372,-80.061529,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3097037501","https://www.inaturalist.org/observations/71154544","HUMAN_OBSERVATION","2021-03-13T15:08:40","2021","3","13","iNaturalist","Robert Gilson","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Chesterfield County, US-SC, US",34.789462,-80.373078,"28790","Coordinate uncertainty increased to 28790m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"2573982497","https://www.inaturalist.org/observations/38448989","HUMAN_OBSERVATION","2020-02-08T16:31:00","2020","2","8","iNaturalist","Luke Armstrong","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.113767,-79.209721,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"2580137038","https://www.inaturalist.org/observations/39363011","HUMAN_OBSERVATION","2020-02-29T13:50:50","2020","2","29","iNaturalist","rudiwb","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.145641,-79.30447,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"2576343475","https://www.inaturalist.org/observations/39376710","HUMAN_OBSERVATION","2020-02-29T13:52:10","2020","2","29","iNaturalist","Alan Weakley","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.130593,-79.399423,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"2634259501","https://www.inaturalist.org/observations/39612981","HUMAN_OBSERVATION","2020-03-06T11:22:31","2020","3","6","iNaturalist","curb","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.308819,-79.022694,"28706","Coordinate uncertainty increased to 28706m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"2626227742","https://www.inaturalist.org/observations/44326441","HUMAN_OBSERVATION","2020-04-29T11:00:00","2020","4","29","iNaturalist","packscout","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.156328,-79.249504,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"2459993379","https://www.inaturalist.org/observations/19359376","HUMAN_OBSERVATION","2019-01-01T15:37:44","2019","1","1","iNaturalist","carrollwatts","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: Pixie moss, an endangered specie found in the Sandhills region near Aberdeen NC, verbatimLocality: North Carolina, US",35.110129,-79.239792,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"2234738631","https://www.inaturalist.org/observations/21347244","HUMAN_OBSERVATION","2019-03-17T13:11:00","2019","3","17","iNaturalist","gman122","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.117937,-79.343371,"28734","Coordinate uncertainty increased to 28734m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"2459994387","https://www.inaturalist.org/observations/21890448","HUMAN_OBSERVATION","2019-04-01T12:16:14","2019","4","1","iNaturalist","tallastro","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.114695,-78.862253,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"2236849443","https://www.inaturalist.org/observations/22388966","HUMAN_OBSERVATION","2019-04-12T11:17:19","2019","4","12","iNaturalist","botanize","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.045633,-79.356928,"28734","Coordinate uncertainty increased to 28734m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"2460005942","https://www.inaturalist.org/observations/34099681","HUMAN_OBSERVATION","2019-10-07T16:14:38","2019","10","7","iNaturalist","Shujie Silvia Li","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.159567,-79.328586,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"2465238326","https://www.inaturalist.org/observations/35930421","HUMAN_OBSERVATION","2019-11-21T13:57:58","2019","11","21","iNaturalist","Dianne Ford","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.206969,-79.123337,"28706","Coordinate uncertainty increased to 28706m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"2550020488","https://www.inaturalist.org/observations/36921598","HUMAN_OBSERVATION","2019-12-24T15:01:57","2019","12","24","iNaturalist","petekleinhenz","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.168634,-79.366168,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3330424993","https://www.inaturalist.org/observations/87582347","HUMAN_OBSERVATION","2018-02-23T10:55:00","2018","2","23","iNaturalist","Keith Bradley","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: South Carolina, US",34.543869,-80.149081,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"2529399022","https://www.inaturalist.org/observations/9984720","HUMAN_OBSERVATION","2018-02-24T11:34:00","2018","2","24","iNaturalist","Roger Shaw","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: Not yet flowering, verbatimLocality: North Carolina, US",35.080674,-79.273121,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"2429694870","https://www.inaturalist.org/observations/9988962","HUMAN_OBSERVATION","2018-02-24T16:02:00","2018","2","24","iNaturalist","Will Stuart","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: Near peak bloom in the Carolina Sandhills NWR., verbatimLocality: South Carolina, US",34.429046,-80.028782,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"1836588893","https://www.inaturalist.org/observations/10118540","HUMAN_OBSERVATION","2018-03-04T15:08:08","2018","3","4","iNaturalist","Robert Gilson","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: South Carolina, US",34.545227,-80.160761,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"1836599484","https://www.inaturalist.org/observations/10146360","HUMAN_OBSERVATION","2018-03-08T16:21:56","2018","3","8","iNaturalist","jtuttle","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.099445,-79.230389,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"1847568690","https://www.inaturalist.org/observations/12664094","HUMAN_OBSERVATION","2018-03-08T15:16:27","2018","3","8","iNaturalist","theo_witsell","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.106447,-79.366429,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3456162368","https://www.inaturalist.org/observations/13489013","HUMAN_OBSERVATION","2018-03-08T16:21:26","2018","3","8","iNaturalist","Tara Rose Littlefield","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.065254,-79.393381,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"2574201629","https://www.inaturalist.org/observations/38475187","HUMAN_OBSERVATION","2018-03-08T16:17:00","2018","3","8","iNaturalist","Jim Brighton","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.109423,-79.126197,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3415386721","https://www.inaturalist.org/observations/87582346","HUMAN_OBSERVATION","2018-03-02T11:34:00","2018","3","2","iNaturalist","Keith Bradley","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: South Carolina, US",34.431525,-80.362808,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3027959671","http://n2t.net/ark:/65665/30a8328b2-12a5-43b7-acd8-eeb9f8503096","MATERIAL_SAMPLE","2018-05-20T00:00:00","2018","5","20","US","M. T. Strong, C. L. Kelloff & W. Stuart","United States of America","Chesterfield","South Carolina","locality:  Carolina Sandhills National Wildlife Refuge. Pine woods at jct. of Rt.4 and Rt.9A, and 1.23 km SE of SR145, occurrenceRemarks: NA, verbatimLocality: NA",34.5038,-80.2204,NA,NA,NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"1852112920","http://n2t.net/ark:/65665/35f90873d-9be9-40ae-b754-95ca8c4adc94","PRESERVED_SPECIMEN","2018-05-21T00:00:00","2018","5","21","US","M. T. Strong & C. L. Kelloff","United States of America","Chesterfield","South Carolina","locality:  Sugarloaf Mountain Recreational Area; Sand Hills State Forest, 8 air km NNW of Patrick (US1), occurrenceRemarks: NA, verbatimLocality: NA",34.5874,-80.1184,NA,NA,"On summit of hill just SE of Sugarloaf (SE side of Bottom Road)","GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3027991282","http://n2t.net/ark:/65665/373c336c8-cbbe-4a86-a01a-c6bc2e8b1b5b","MATERIAL_SAMPLE","2018-05-20T00:00:00","2018","5","20","US","M. T. Strong, C. L. Kelloff & W. Stuart","United States of America","Chesterfield","South Carolina","locality:  Carolina Sandhills National Wildlife Refuge. Pine woods at jct. of Rt.4 and Rt.9A, and 1.23 km SE of SR145, occurrenceRemarks: NA, verbatimLocality: NA",34.5038,-80.2204,NA,NA,NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3028006626","http://n2t.net/ark:/65665/37c630257-c479-48dc-93ff-74cca091b67f","MATERIAL_SAMPLE","2018-05-21T00:00:00","2018","5","21","US","M. T. Strong & C. L. Kelloff","United States of America","Chesterfield","South Carolina","locality:  Sugarloaf Mountain Recreational Area; Sand Hills State Forest, 8 air km NNW of Patrick (US1), occurrenceRemarks: NA, verbatimLocality: NA",34.5874,-80.1184,NA,NA,NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"1852122539","http://n2t.net/ark:/65665/38056cee1-cadc-4a68-be81-2d377d55070d","PRESERVED_SPECIMEN","2018-05-20T00:00:00","2018","5","20","US","M. T. Strong, C. L. Kelloff & W. Stuart","United States of America","Chesterfield","South Carolina","locality:  Carolina Sandhills National Wildlife Refuge. Pine woods at jct. of Rt.4 and Rt.9A, and 1.23 km SE of SR145, occurrenceRemarks: NA, verbatimLocality: NA",34.5038,-80.2204,NA,NA,NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3028017547","http://n2t.net/ark:/65665/3975fe9e3-c6c3-4da4-8cf5-f43d0dd36fa6","MATERIAL_SAMPLE","2018-05-21T00:00:00","2018","5","21","US","M. T. Strong & C. L. Kelloff","United States of America","Chesterfield","South Carolina","locality:  Sugarloaf Mountain Recreational Area; Sand Hills State Forest, 8 air km NNW of Patrick (US1), occurrenceRemarks: NA, verbatimLocality: NA",34.5874,-80.1184,NA,NA,"On summit of hill just SE of Sugarloaf (SE side of Bottom Road)","GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3028107600","http://n2t.net/ark:/65665/3999a022e-16e4-45b0-b212-a21df241977f","MATERIAL_SAMPLE","2018-05-21T00:00:00","2018","5","21","US","M. T. Strong & C. L. Kelloff","United States of America","Chesterfield","South Carolina","locality:  Sugarloaf Mountain Recreational Area; Sand Hills State Forest, 8 air km NNW of Patrick (US1), occurrenceRemarks: NA, verbatimLocality: NA",34.5874,-80.1184,NA,NA,NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3028121372","http://n2t.net/ark:/65665/3cc39e2aa-0161-4d3e-85ea-7cd2fd159a1c","MATERIAL_SAMPLE","2018-05-21T00:00:00","2018","5","21","US","M. T. Strong & C. L. Kelloff","United States of America","Chesterfield","South Carolina","locality:  Sugarloaf Mountain Recreational Area; Sand Hills State Forest, 8 air km NNW of Patrick (US1), occurrenceRemarks: NA, verbatimLocality: NA",34.5874,-80.1184,NA,NA,"On summit of hill just SE of Sugarloaf (SE side of Bottom Road)","GBIF"
