"locality string","country","state","county","latitude","longitude","correction status","precision","error polygon","multiple results","ID","name","basis"
"locality:  by White-water River, above Jocassee, Oconee County, South Carolina., occurrenceRemarks: NA, verbatimLocality: NA","United States of America",NA,NA,NA,NA,"","","","","2516444482","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  Grayanae, shady banks under Rhododendron and Kalmia, by White water river, above Jocassee, Oconee County, South Carolina., occurrenceRemarks: NA, verbatimLocality: NA","United States of America",NA,NA,NA,NA,"","","","","2515396511","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  NA, occurrenceRemarks: Generic name, Shortia, conserved: Dew Bull. 1940. 118 (1940). Nearly if not exactly the type locality. Corolla white or very pale pink or blue., verbatimLocality: NA","United States of America","South Carolina","Oconee",NA,NA,"","","","","3829930186","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  NA, occurrenceRemarks: Nearly if not exactly the type locality. Photographs attached to sheet; Corolla white or very pale pink or blue, verbatimLocality: NA","United States of America","South Carolina","Oconee",NA,NA,"","","","","1987015061","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  Plentiful along stream (above railway) that runs under C. C. & O. Ry. track just across from Joe McNulty's house. This is farther down same stream as no. 3 collection and probably occurs all the way between these stations., occurrenceRemarks: NA, verbatimLocality: NA","United States of America","North Carolina","McDowell",NA,NA,"","","","","2234463148","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  On Joe McNulty's road below Fish Hatchery on both sides of stream beginning at road. This is the first branch crossed on McNulty's road from Fish Hatchery road. Shortia comes to the road here on both sides and can be pcked from the road on the up side, and goes up and down for hundreds of yards. Mr. Townsend says at least 1/2 mi. up - has never followed it far down., occurrenceRemarks: NA, verbatimLocality: NA","United States of America","North Carolina","McDowell",NA,NA,"","","","","2234462811","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  Found on the right bank of Toni's Creek about 200 yds. up Toni's Creek from Toni's Creek road crossing about .3 mile from Highway 221, 5 miles north of Marion, McDowell Co., N.C., occurrenceRemarks: NA, verbatimLocality: NA","United States of America","North Carolina","McDowell",NA,NA,"","","","","2234463929","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  Found at the Fish Hatchery Branch about 1 1/2 mi. above Hatchery. It is very abundant on both banks for about 1/2 mi. and sometimes solid for 20x12 ft. To be sure to find this go to Fish Hatchery ang go up F.H. Branch (creek) for perhaps 1/2 mile and come to a valley pasture through which the branch runs. A saw mill was located here. There is now a pile of saw dust. Where the branch enters the open pasture from the woods, the Shortia begins and as far up as we went, about 1/4 mi., was in great abundance., occurrenceRemarks: NA, verbatimLocality: NA","United States of America","North Carolina","McDowell",NA,NA,"","","","","2234463154","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  Found by the first stream (small branch) on road to Joe McNulty's from Fish Hatchery road. About 50 yards upstream and going on as far as we went in scattered patches (about 200 yards) and accordingly to Mr. Townsend at least 1/2 mi. farther up., occurrenceRemarks: NA, verbatimLocality: NA","United States of America","North Carolina","McDowell",NA,NA,"","","","","2234462815","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  In cultivation at home of Mrs. S.C. Stewart. Plant from those set out by T.G. Harbison at Highlands, N.C., occurrenceRemarks: NA, verbatimLocality: NA","United States of America","North Carolina","Macon",NA,NA,"","","","","2234461894","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  The Arnold Arboretum, at foot of Hemlock Hill near Mountain Laurels [Jamaica Plain], occurrenceRemarks: NA, verbatimLocality: The Arnold Arboretum, at foot of Hemlock Hill near Mountain Laurels [Jamaica Plain]","United States of America","Massachusetts","Suffolk County",NA,NA,"","","","","1999118965","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  By branch back of old nursery on Pierson place - planted by Harbison, occurrenceRemarks: NA, verbatimLocality: NA","United States of America","North Carolina","Macon",NA,NA,"","","","","2234463720","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  Highlands, Macon Co., N.C., occurrenceRemarks: NA, verbatimLocality: NA","United States of America","North Carolina","Macon",NA,NA,"","","","","2234463629","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  Wilmington, occurrenceRemarks: NA, verbatimLocality: NA","United States of America","Delaware","New Castle",NA,NA,"","","","","4075419157","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  Highland Nursery at Pineola, N.C., occurrenceRemarks: NA, verbatimLocality: NA","United States of America","North Carolina","Avery",NA,NA,"","","","","2234462058","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  Swannanoa River, occurrenceRemarks: NA, verbatimLocality: NA","United States of America","North Carolina","Buncombe",NA,NA,"","","","","3341250354","Sherwoodia galacifolia (Torr. & A.Gray) House","PRESERVED_SPECIMEN"
"locality:  The New York Botanical Garden. Plants of Biltmore, North Carolina., occurrenceRemarks: NA, verbatimLocality: NA","United States of America","North Carolina","Buncombe",NA,NA,"","","","","2234463072","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  Sud Carol. White Water Valley. Oconee County., occurrenceRemarks: NA, verbatimLocality: NA","United States of America",NA,NA,NA,NA,"","","","","2516314408","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  White Water Valley, occurrenceRemarks: NA, verbatimLocality: NA","United States of America","South Carolina","Oconee",NA,NA,"","","","","3503198593","Sherwoodia galacifolia (Torr. & A.Gray) House","PRESERVED_SPECIMEN"
"locality:  White Water Valley, Oconee County, South Carolina., occurrenceRemarks: NA, verbatimLocality: NA","United States of America",NA,NA,NA,NA,"","","","","2513048231","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  White Water Valley, Oconee County, occurrenceRemarks: NA, verbatimLocality: NA","United States of America",NA,NA,NA,NA,"","","","","4072748737","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  White Water Valley, Oconee County, South Carolina., occurrenceRemarks: NA, verbatimLocality: NA","United States of America",NA,NA,NA,NA,"","","","","2514391640","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  White Water Valley, Oconee County, South Carolina., occurrenceRemarks: NA, verbatimLocality: NA","United States of America",NA,NA,NA,NA,"","","","","2514474620","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  White Water Valley, Oconee County, South Carolina., occurrenceRemarks: NA, verbatimLocality: NA","United States of America",NA,NA,NA,NA,"","","","","2514514593","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  White Water Valley, Oconee County, South Carolina., occurrenceRemarks: NA, verbatimLocality: NA","United States of America",NA,NA,NA,NA,"","","","","2515766046","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  White Water Valley, occurrenceRemarks: GRPM 42079, verbatimLocality: NA","United States of America","South Carolina","Oconee",NA,NA,"","","","","1988977825","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  NA, occurrenceRemarks: Biltmore Herbarium [Anonymous, Biltmore Herb.], 1 - over 4000, Anonymous, exs #: 919, verbatimLocality: NA","United States of America","South Carolina","Oconee",NA,NA,"","","","","2234462533","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  Mts of N.C., occurrenceRemarks: NA, verbatimLocality: NA","United States of America",NA,NA,NA,NA,"","","","","4072802245","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  McDowell Co., N.C. [North Carolina], occurrenceRemarks: NA, verbatimLocality: NA","United States of America","North Carolina","McDowell",NA,NA,"","","","","2234462415","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  McDowell County, North Carolina, U.S.A., occurrenceRemarks: Common Name -- Hyams' Sparkling Shortia, verbatimLocality: NA","United States of America","North Carolina","McDowell",NA,NA,"","","","","2234462829","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  North Carolina, occurrenceRemarks: NA, verbatimLocality: North Carolina","United States of America","North Carolina","McDowell County",NA,NA,"","","","","1999274099","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  at the first locality on Catawba River, occurrenceRemarks: NA, verbatimLocality: NA","United States of America","North Carolina","McDowell",NA,NA,"","","","","2234463111","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  Clay County, NC, occurrenceRemarks: NA, verbatimLocality: NA","United States of America","North Carolina","Clay County",NA,NA,"","","","","3709861444","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  Transylvania County, NC, occurrenceRemarks: NA, verbatimLocality: NA","United States of America","North Carolina","Transylvania County",NA,NA,"","","","","3710001578","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  Transylvania County, NC, occurrenceRemarks: NA, verbatimLocality: NA","United States of America","North Carolina","Transylvania County",NA,NA,"","","","","3710003678","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  Transylvania County, NC, occurrenceRemarks: NA, verbatimLocality: NA","United States of America","North Carolina","Transylvania County",NA,NA,"","","","","3709860082","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  No locality given., occurrenceRemarks: Small portion of specimen removed for DNA analysis for Phylogenetic patterns of ecological niche evolution in Diapensiaceae.~Michelle L. Gaynor, FLAS, January 2019., verbatimLocality: NA","United States of America","South Carolina",NA,NA,NA,"","","","","4073732434","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  [filed under North America], occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,NA,NA,NA,"","","","","3981503631","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  [filed under North America], occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,NA,NA,NA,"","","","","3981504623","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  [filed under North America], occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,NA,NA,NA,"","","","","3981508627","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  [filed under North America], occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,NA,NA,NA,"","","","","3981503632","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  [filed under North America], occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,NA,NA,NA,"","","","","3981506630","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  [filed under North America], occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,NA,NA,NA,"","","","","3981507625","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  [filed under North America], occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,NA,NA,NA,"","","","","3981510621","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  [filed under North America], occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,NA,NA,NA,"","","","","3981505618","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  [filed under North America], occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,NA,NA,NA,"","","","","3981509617","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  [filed under North America], occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,NA,NA,NA,"","","","","3981504624","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  [filed under North America], occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,NA,NA,NA,"","","","","3981508628","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  [filed under North America], occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,NA,NA,NA,"","","","","3981509618","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  NA, occurrenceRemarks: Imager: Kylee Downes; Date Imaged: 12/3/2018, verbatimLocality: NA","United States of America","North Carolina",NA,NA,NA,"","","","","2573499275","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  NA, occurrenceRemarks: Imager: Kylee Downes; Date Imaged: 12/3/2018, verbatimLocality: NA","United States of America","North Carolina","Oconee",NA,NA,"","","","","2573531341","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  NA, occurrenceRemarks: Imager: Kylee Downes; Date Imaged: 12/3/2018, verbatimLocality: NA","United States of America","North Carolina","McDowell",NA,NA,"","","","","2573531904","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  NA, occurrenceRemarks: Imager: Kylee Downes; Date Imaged: 12/3/2018, verbatimLocality: NA","United States of America","North Carolina","Oconee",NA,NA,"","","","","2573531003","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  NA, occurrenceRemarks: Imager: Kylee Downes; Date Imaged: 12/3/2018, verbatimLocality: NA","United States of America","North Carolina","Oconee",NA,NA,"","","","","2573531122","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  NA, occurrenceRemarks: Shortia galacifolia DNA sequence., verbatimLocality: NA",NA,NA,NA,NA,NA,"","","","","3968766472","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  ""Hautes Montagnes de Carolinie."" [A. Gray (scripsit) W. T. Kittredge, 2011], occurrenceRemarks: NA, verbatimLocality: ""Hautes Montagnes de Carolinie."" [A. Gray (scripsit) W. T. Kittredge, 2011]","United States of America","South Carolina",NA,NA,NA,"","","","","1999073661","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  NA, occurrenceRemarks: Quality assessment: neutral, verbatimLocality: NA",NA,NA,NA,NA,NA,"","","","","3439861810","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
"locality:  NA, occurrenceRemarks: Quality assessment: neutral, verbatimLocality: NA",NA,NA,NA,NA,NA,"","","","","3439634080","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
"locality:  NA, occurrenceRemarks: Quality assessment: neutral, verbatimLocality: NA",NA,NA,NA,NA,NA,"","","","","3439861811","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
"locality:  NA, occurrenceRemarks: Quality assessment: neutral, verbatimLocality: NA",NA,NA,NA,NA,NA,"","","","","3439827621","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
"locality:  United States, North Carolina, Durham, Duke University Garden, occurrenceRemarks: NA, verbatimLocality: NA",NA,NA,NA,NA,NA,"","","","","1319842167","Shortia galacifolia Torr. & A.Gray","MACHINE_OBSERVATION"
"locality:  Beaerwallow Creek near Highlands, occurrenceRemarks: NA, verbatimLocality: NA","United States of America","North Carolina","Macon",NA,NA,"","","","","1319926855","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"locality:  Mill Creek Road, occurrenceRemarks: NA, verbatimLocality: NA","United States of America","South Carolina","Pickens County",NA,NA,"","","","","1710141317","Shortia galacifolia Torr. & A.Gray","LIVING_SPECIMEN"
"locality:  Mill Creek Road, occurrenceRemarks: NA, verbatimLocality: NA","United States of America","South Carolina","Pickens County",NA,NA,"","","","","1710141454","Shortia galacifolia Torr. & A.Gray","LIVING_SPECIMEN"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina",NA,NA,NA,"","","","","007fb007-6bec-4226-8492-a06ac02f0ab3","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina",NA,NA,NA,"","","","","00837767-f0ac-4ad3-a9a5-19f852a64b39","Shortia galacifolia","PreservedSpecimen"
"Locality: Highlands Biological Station, Highlands Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","Macon",NA,NA,"","","","","01248009-632b-4a8d-a103-ad02a4877be8","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA",NA,NA,NA,NA,NA,"","","","","01406d31-0cee-40bb-988c-e349f6c5046c","Shortia galacifolia Torr. & A.Gray","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Unspecified County",NA,NA,"","","","","017d98b4-292f-4e80-9166-d620dd46c538","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","02045ff9-03fe-4ab4-9ae5-7d81f4eca941","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Pickens",NA,NA,"","","","","023a0aeb-bd03-45e1-880a-35fdaa1dc5c2","Shortia galacifolia","PreservedSpecimen"
"Locality: The Arnold Arboretum, at foot of Hemlock Hill near Mountain Laurels [Jamaica Plain] Occurrence Remarks: NA Verbatim Locality: The Arnold Arboretum, at foot of Hemlock Hill near Mountain Laurels [Jamaica Plain]","United States of America","Massachusetts","Suffolk County",NA,NA,"","","","","03f1152c-21aa-4bfb-8ea7-316020e7dcdf","Shortia galacifolia Torrey & A. Gray","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina",NA,NA,NA,"","","","","048907d3-06a5-4046-a035-e094b5576b6c","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina",NA,NA,NA,"","","","","04c58b44-1534-41f3-a36c-17c99c439cce","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","04d722c7-0af7-4497-a292-2394b2d6c258","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA",NA,NA,NA,NA,NA,"","","","","07b7ae5e-65bc-4ab7-8551-f82f444dbda4","Shortia galacifolia Torr. & A.Gray","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Pickens",NA,NA,"","","","","08b4930b-b4e3-423f-9b85-2f3f5b87eaf1","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","09119127-051c-4a15-8b22-de481b7154ae","Shortia galacifolia","PreservedSpecimen"
